"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-01-25",,"46","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-01-26",,"45","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-01-27",,"53","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-01-28",,"53","25"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-01-29",,"42","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-01-30",,"47","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-01-31",,"35","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-01",,"39","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-02",,"43","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-03",,"38","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-04",,"39","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-05",,"36","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-06",,"43","20"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-07",,"43","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-08",,"44","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-09",,"45","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-10",,"39","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-11",,"46","23"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-12",,"43","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-13",,"47","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-14",,"46","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-15",,"45","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-16",,"52","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-17",,"57","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-18",,"49","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-19",,"45","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-20",,"45","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-21",,"49","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-22",,"47","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-23",,"47","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-24",,"44","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-25",,"47","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-26",,"49","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-27",,"47","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-28",,"50","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-02-29",,"46","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-01",,"47","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-02",,"50","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-03",,"52","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-04",,"57","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-05",,"47","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-06",,"47","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-07",,"42","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-08",,"42","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-09",,"47","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-10",,"51","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-11",,"51","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-12",,"60","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-13",,"54","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-14",,"52","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-15",,"52","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-16",,"50","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-17",,"50","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-18",,"48","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-19",,"47","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-20",,"44","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-21",,"46","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-22",,"44","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-23",,"54","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-24",,"54","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-25",,"50","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-26",,"56","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-27",,"70","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-28",,"64","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-29",,"49","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-30",,"54","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-03-31",,"53","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-01",,"46","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-02",,"45","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-03",,"47","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-04",,"49","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-05",,"51","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-06",,"44","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-07",,"55","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-08",,"59","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-09",,"50","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-10",,"53","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-11",,"51","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-12",,"50","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-13",,"59","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-14",,"63","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-15",,"65","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-16",,"62","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-17",,"54","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-18",,"58","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-19",,"61","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-20",,"66","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-21",,"55","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-22",,"57","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-23",,"55","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-24",,"46","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-25",,"49","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-26",,"50","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-27",,"53","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-28",,"45","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-29",,"54","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-04-30",,"56","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-01",,"58","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-02",,"57","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-03",,"53","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-04",,"57","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-05",,"55","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-06",,"58","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-07",,"59","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-08",,"54","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-09",,"52","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-10",,"57","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-11",,"63","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-12",,"56","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-13",,"55","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-14",,"58","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-15",,"64","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-16",,"60","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-17",,"62","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-18",,"60","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-19",,"60","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-20",,"73","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-21",,"62","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-22",,"65","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-23",,"66","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-24",,"80","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-25",,"73","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-26",,"69","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-27",,"60","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-28",,"53","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-29",,"58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-30",,"69","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-05-31",,"77","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-01",,"71","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-02",,"76","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-03",,"67","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-04",,"70","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-05",,"75","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-06",,"82","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-07",,"87","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-08",,"87","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-09",,"81","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-10",,"76","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-11",,"60","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-12",,"68","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-13",,"68","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-14",,"72","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-15",,"71","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-16",,"60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-17",,"66","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-18",,"71","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-19",,"68","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-20",,"60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-21",,"63","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-22",,"62","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-23",,"70","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-24",,"64","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-25",,"64","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-26",,"74","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-27",,"79","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-28",,"82","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-29",,"83","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-06-30",,"74","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-01",,"69","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-02",,"70","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-03",,"77","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-04",,"66","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-05",,"67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-06",,"71","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-07",,"66","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-08",,"71","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-09",,"78","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-10",,"73","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-11",,"71","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-12",,"72","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-13",,"76","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-14",,"77","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-15",,"82","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-16",,"80","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-17",,"82","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-18",,"61","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-19",,"64","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-20",,"67","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-21",,"74","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-22",,"71","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-23",,"71","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-24",,"72","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-25",,"79","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-26",,"80","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-27",,"67","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-28",,"71","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-29",,"74","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-30",,"80","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-07-31",,"88","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-01",,"75","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-02",,"68","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-03",,"68","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-04",,"64","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-05",,"63","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-06",,"70","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-07",,"70","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-08",,"75","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-09",,"71","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-10",,"69","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-11",,"64","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-12",,"74","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-13",,"65","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-14",,"68","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-15",,"68","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-16",,"70","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-17",,"74","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-18",,"73","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-19",,"68","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-20",,"64","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-21",,"65","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-22",,"70","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-23",,"69","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-24",,"62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-25",,"72","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-26",,"72","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-27",,"61","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-28",,"80","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-29",,"75","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-30",,"70","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-08-31",,"73","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-01",,"74","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-02",,"69","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-03",,"70","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-04",,"68","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-05",,"70","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-06",,"70","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-07",,"73","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-08",,"78","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-09",,"81","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-10",,"81","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-11",,"76","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-12",,"75","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-13",,"76","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-14",,"67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-15",,"64","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-16",,"63","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-17",,"68","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-18",,"70","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-19",,"70","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-20",,"69","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-21",,"61","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-22",,"51","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-23",,"54","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-24",,"58","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-25",,"59","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-26",,"49","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-27",,"69","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-28",,"59","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-29",,"57","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-09-30",,"63","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-01",,"76","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-02",,"69","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-03",,"64","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-04",,"61","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-05",,"55","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-06",,"59","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-07",,"64","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-08",,"62","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-09",,"69","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-10",,"55","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-11",,"56","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-12",,"57","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-13",,"54","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-14",,"58","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-15",,"56","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-16",,"60","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-17",,"65","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-18",,"67","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-19",,"62","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-20",,"63","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-21",,"57","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-22",,"61","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-23",,"59","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-24",,"60","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-25",,"56","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-26",,"54","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-27",,"55","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-28",,"44","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-29",,"54","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-30",,"46","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-10-31",,"46","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-01",,"47","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-02",,"49","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-03",,"53","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-04",,"50","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-05",,"51","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-06",,"52","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-07",,"46","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-08",,"46","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-09",,"45","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-10",,"46","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-11",,"42","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-12",,"45","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-13",,"48","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-14",,"50","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-15",,"46","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-16",,"47","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-17",,"47","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-18",,"45","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","1948-11-19",,"47","39"
