"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-05",,"76","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-06",,"84","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-07",,"61","46",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-08",,"54","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-09",,"62","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-10",,"65","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-11",,"60","36",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-12",,"62","36",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-13",,"62","35",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-14",,"68","31",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-15",,"62","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-16",,"52","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-17",,"48","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-18",,"37","31",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-19",,"49","27",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-20",,"54","29",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-21",,"52","45",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-22",,"49","45",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-23",,"48","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-24",,"58","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-25",,"54","45",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-26",,"62","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-27",,"78","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-28",,"78","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-29",,"78","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-30",,"48","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-01-31",,"47","39",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-01",,"59","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-02",,"43","28",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-03",,"32","28",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-04",,"43","27",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-05",,"56","24",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-06",,"62","32",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-07",,"67","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-08",,"69","45",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-09",,"46","41",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-10",,"53","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-11",,"65","33",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-12",,"65","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-13",,"79","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-14",,"82","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-15",,"81","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-16",,"78","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-17",,"85","55",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-18",,"75","45",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-19",,"81","54",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-20",,"67","46",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-21",,"72","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-22",,"75","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-23",,"74","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-24",,"86","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-25",,"71","46",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-26",,"74","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-27",,"74","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-28",,"70","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-02-29",,"73","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-01",,"78","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-02",,"86","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-03",,"77","54",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-04",,"83","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-05",,"82","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-06",,"85","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-07",,"72","39",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-08",,"64","31",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-09",,"73","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-10",,"83","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-11",,"72","55",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-12",,"55","33",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-13",,"53","33",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-14",,"53","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-15",,"73","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-16",,"64","35",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-17",,"77","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-18",,"80","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-19",,"71","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-20",,"68","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-21",,"74","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-22",,"63","42",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-23",,"71","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-24",,"80","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-25",,"83","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-26",,"85","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-27",,"91","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-28",,"74","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-29",,"81","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-30",,"85","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-03-31",,"82","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-01",,"82","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-02",,"88","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-03",,"84","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-04",,"86","54",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-05",,"85","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-06",,"90","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-07",,"73","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-08",,"75","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-09",,"71","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-10",,"70","45",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-11",,"78","42",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-12",,"87","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-13",,"88","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-14",,"87","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-15",,"81","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-16",,"89","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-17",,"75","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-18",,"73","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-19",,"70","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-20",,"75","54",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-21",,"67","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-22",,"81","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-23",,"73","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-24",,"81","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-25",,"82","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-26",,"86","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-27",,"85","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-28",,"91","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-29",,"89","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-04-30",,"88","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-01",,"84","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-02",,"73","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-03",,"83","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-04",,"86","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-05",,"88","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-06",,"87","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-07",,"91","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-08",,"93","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-09",,"92","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-10",,"91","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-11",,"93","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-12",,"93","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-13",,"93","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-14",,"91","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-15",,"82","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-16",,"85","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-17",,"91","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-18",,"93","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-19",,"91","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-20",,"90","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-21",,"90","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-22",,"92","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-23",,"92","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-24",,"91","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-25",,"92","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-26",,"91","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-27",,"93","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-28",,"95","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-29",,"95","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-30",,"95","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-05-31",,"96","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-01",,"87","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-02",,"91","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-03",,"90","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-04",,"95","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-05",,"96","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-06",,"95","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-07",,"97","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-08",,"98","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-09",,"99","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-10",,"92","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-11",,"96","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-12",,"94","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-13",,"94","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-14",,"98","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-15",,"96","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-16",,"99","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-17",,"94","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-18",,"89","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-19",,"96","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-20",,"94","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-21",,"97","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-22",,"98","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-23",,"99","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-24",,"97","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-25",,"98","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-26",,"99","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-27",,"100","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-28",,"102","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-29",,"102","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-06-30",,"99","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-01",,"97","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-02",,"98","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-03",,"95","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-04",,"99","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-05",,"101","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-06",,"102","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-07",,"101","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-08",,"102","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-09",,"100","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-10",,"99","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-11",,"98","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-12",,"98","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-13",,"98","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-14",,"100","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-15",,"101","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-16",,"103","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-17",,"103","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-18",,"102","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-19",,"101","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-20",,"101","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-21",,"98","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-22",,"97","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-23",,"98","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-24",,"101","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-25",,"99","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-26",,"97","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-27",,"97","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-28",,"98","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-29",,"99","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-30",,"97","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-07-31",,"100","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-01",,"99","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-02",,"99","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-03",,"99","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-04",,"101","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-05",,"102","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-06",,"102","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-07",,"99","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-08",,"101","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-09",,"102","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-10",,"101","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-11",,"100","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-12",,"101","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-13",,"101","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-14",,"102","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-15",,"104","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-16",,"104","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-17",,"95","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-18",,"101","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-19",,"101","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-20",,"86","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-21",,"89","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-22",,"94","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-23",,"97","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-24",,"98","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-25",,"93","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-26",,"82","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-27",,"92","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-28",,"95","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-29",,"98","78",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-30",,"100","79",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-08-31",,"98","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-01",,"93","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-02",,"95","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-03",,"92","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-04",,"93","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-05",,"94","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-06",,"94","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-07",,"91","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-08",,"88","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-09",,"90","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-10",,"93","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-11",,"94","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-12",,"95","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-13",,"95","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-14",,"95","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-15",,"95","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-16",,"96","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-17",,"96","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-18",,"99","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-19",,"101","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-20",,"103","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-21",,"98","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-22",,"95","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-23",,"96","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-24",,"95","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-25",,"97","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-26",,"91","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-27",,"94","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-28",,"94","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-29",,"94","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-09-30",,"93","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-01",,"90","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-02",,"95","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-03",,"92","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-04",,"96","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-05",,"92","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-06",,"95","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-07",,"92","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-08",,"95","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-09",,"94","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-10",,"89","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-11",,"89","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-12",,"90","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-13",,"82","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-14",,"89","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-15",,"76","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-16",,"82","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-17",,"86","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-18",,"79","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-19",,"87","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-20",,"89","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-21",,"79","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-22",,"84","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-23",,"85","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-24",,"84","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-25",,"82","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-26",,"76","55",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-27",,"82","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-28",,"86","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-29",,"87","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-30",,"77","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-10-31",,"83","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-01",,"85","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-02",,"75","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-03",,"55","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-04",,"55","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-05",,"61","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-06",,"69","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-07",,"73","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-08",,"61","42",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-09",,"59","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-10",,"75","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-11",,"75","42",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-12",,"82","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-13",,"81","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-14",,"83","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-15",,"72","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-16",,"55","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-17",,"65","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-18",,"72","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-19",,"79","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-20",,"83","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-21",,"63","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-22",,"68","42",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-23",,"71","41",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-24",,"64","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-25",,"72","46",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-26",,"56","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-27",,"62","31",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-28",,"71","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-29",,"53","36",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-11-30",,"71","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-01",,"76","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-02",,"77","41",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-03",,"77","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-04",,"78","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-05",,"80","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-06",,"80","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-07",,"79","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-08",,"78","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-09",,"48","35",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-10",,"57","35",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-11",,"76","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-12",,"76","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-13",,"53","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-14",,"64","33",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-15",,"62","42",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-16",,"64","39",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-17",,"71","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1956-12-18",,"49","39",
