"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-10",,"75","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-11",,"74","54",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-12",,"71","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-13",,"77","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-14",,"70","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-15",,"75","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-16",,"62","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-17",,"70","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-18",,"71","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-19",,"73","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-20",,"76","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-21",,"79","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-22",,"62","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-23",,"63","55",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-24",,"75","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-25",,"44","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-26",,"58","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-27",,"68","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-28",,"76","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-29",,"75","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-30",,"77","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1984-12-31",,"72","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-01",,"49","32",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-02",,"32","25",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-03",,"50","28",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-04",,"56","31",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-05",,"56","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-06",,"62","31",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-07",,"61","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-08",,"60","36",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-09",,"69","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-10",,"56","39",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-11",,"40","32",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-12",,"32","24",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-13",,"34","26",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-14",,"55","33",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-15",,"52","37",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-16",,"52","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-17",,"57","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-18",,"69","35",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-19",,"70","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-20",,"34","20",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-21",,"42","17",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-22",,"42","26",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-23",,"46","38",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-24",,"63","41",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-25",,"74","41",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-26",,"51","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-27",,"75","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-28",,"53","41",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-29",,"55","40",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-30",,"71","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-01-31",,"47","20",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-01",,"23","19",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-02",,"30","14",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-03",,"32","19",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-04",,"36","31",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-05",,"42","33",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-06",,"45","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-07",,"49","33",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-08",,"56","32",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-09",,"70","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-10",,"73","41",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-11",,"55","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-12",,"64","29",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-13",,"66","34",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-14",,"59","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-15",,"57","41",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-16",,"72","35",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-17",,"69","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-18",,"68","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-19",,"72","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-20",,"67","55",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-21",,"72","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-22",,"74","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-23",,"73","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-24",,"58","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-25",,"69","43",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-26",,"68","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-27",,"59","46",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-02-28",,"57","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-01",,"79","55",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-02",,"74","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-03",,"78","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-04",,"73","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-05",,"63","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-06",,"67","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-07",,"78","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-08",,"77","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-09",,"79","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-10",,"78","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-11",,"84","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-12",,"74","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-13",,"81","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-14",,"57","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-15",,"54","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-16",,"58","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-17",,"65","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-18",,"69","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-19",,"67","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-20",,"75","55",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-21",,"62","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-22",,"72","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-23",,"75","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-24",,"81","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-25",,"81","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-26",,"75","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-27",,"80","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-28",,"80","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-29",,"75","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-30",,"73","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-03-31",,"70","42",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-01",,"78","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-02",,"80","49",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-03",,"83","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-04",,"79","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-05",,"76","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-06",,"82","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-07",,"74","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-08",,"62","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-09",,"74","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-10",,"63","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-11",,"70","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-12",,"78","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-13",,"77","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-14",,"81","58",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-15",,"90","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-16",,"87","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-17",,"84","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-18",,"83","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-19",,"76","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-20",,"83","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-21",,"78","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-22",,"84","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-23",,"87","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-24",,"81","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-25",,"83","54",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-26",,"83","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-27",,"83","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-28",,"82","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-29",,"83","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-04-30",,"85","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-01",,"84","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-02",,"82","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-03",,"82","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-04",,"82","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-05",,"83","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-06",,"84","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-07",,"87","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-08",,"90","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-09",,"85","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-10",,"88","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-11",,"88","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-12",,"84","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-13",,"84","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-14",,"82","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-15",,"83","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-16",,"88","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-17",,"82","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-18",,"80","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-19",,"86","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-20",,"85","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-21",,"89","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-22",,"80","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-23",,"86","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-24",,"85","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-25",,"90","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-26",,"89","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-27",,"88","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-28",,"88","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-29",,"93","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-30",,"97","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-05-31",,"95","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-01",,"94","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-02",,"93","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-03",,"93","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-04",,"93","78",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-05",,"88","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-06",,"85","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-07",,"92","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-08",,"96","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-09",,"94","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-10",,"93","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-11",,"92","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-12",,"84","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-13",,"84","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-14",,"90","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-15",,"93","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-16",,"94","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-17",,"95","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-18",,"91","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-19",,"84","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-20",,"87","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-21",,"89","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-22",,"79","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-23",,"87","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-24",,"90","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-25",,"89","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-26",,"90","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-27",,"89","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-28",,"86","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-29",,"89","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-06-30",,"90","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-01",,"91","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-02",,"92","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-03",,"86","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-04",,"79","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-05",,"88","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-06",,"93","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-07",,"92","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-08",,"90","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-09",,"91","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-10",,"92","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-11",,"89","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-12",,"90","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-13",,"92","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-14",,"92","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-15",,"92","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-16",,"95","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-17",,"95","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-18",,"95","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-19",,"93","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-20",,"93","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-21",,"94","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-22",,"96","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-23",,"96","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-24",,"96","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-25",,"97","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-26",,"96","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-27",,"98","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-28",,"99","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-29",,"97","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-30",,"96","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-07-31",,"97","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-01",,"98","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-02",,"100","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-03",,"99","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-04",,"99","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-05",,"100","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-06",,"100","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-07",,"101","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-08",,"100","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-09",,"100","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-10",,"99","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-11",,"100","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-12",,"97","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-13",,"97","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-14",,"97","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-15",,"97","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-16",,"101","80",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-17",,"100","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-18",,"102","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-19",,"102","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-20",,"102","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-21",,"100","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-22",,"98","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-23",,"99","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-24",,"100","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-25",,"96","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-26",,"101","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-27",,"94","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-28",,"95","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-29",,"91","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-30",,"96","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-08-31",,"101","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-01",,"104","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-02",,"101","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-03",,"103","78",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-04",,"99","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-05",,"96","76",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-06",,"92","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-07",,"97","77",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-08",,"97","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-09",,"96","75",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-10",,"94","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-11",,"80","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-12",,"84","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-13",,"89","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-14",,"87","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-15",,"83","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-16",,"87","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-17",,"90","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-18",,"92","73",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-19",,"90","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-20",,"89","70",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-21",,"89","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-22",,"91","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-23",,"87","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-24",,"86","60",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-25",,"94","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-26",,"80","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-27",,"86","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-28",,"73","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-29",,"75","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-09-30",,"65","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-01",,"71","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-02",,"75","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-03",,"83","54",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-04",,"82","62",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-05",,"76","54",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-06",,"79","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-07",,"83","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-08",,"88","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-09",,"86","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-10",,"88","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-11",,"89","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-12",,"89","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-13",,"92","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-14",,"90","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-15",,"71","64",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-16",,"76","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-17",,"82","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-18",,"87","74",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-19",,"76","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-20",,"75","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-21",,"70","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-22",,"79","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-23",,"84","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-24",,"85","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-25",,"83","68",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-26",,"79","65",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-27",,"79","61",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-28",,"74","63",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-29",,"66","59",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-30",,"69","57",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-10-31",,"75","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-01",,"63","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-02",,"61","48",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-03",,"72","46",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-04",,"72","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-05",,"74","44",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-06",,"80","47",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-07",,"70","51",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-08",,"80","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-09",,"81","67",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-10",,"84","71",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-11",,"73","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-12",,"82","66",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-13",,"82","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-14",,"82","69",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-15",,"73","52",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-16",,"55","50",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-17",,"72","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-18",,"81","72",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-19",,"80","53",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-20",,"53","42",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-21",,"60","46",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-22",,"67","56",
"USW00013958","AUSTIN CAMP MABRY, TX US","1985-11-23",,"70","63",
